5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
5,6,15,21,2,6,15,19,2,2,2,2,2,15,6,5,5,6,19,1,1,15,1,1,1,1,1,1,1,1,6,5
5,6,2,2,2,2,2,2,2,2,2,2,2,15,6,5,5,6,1,1,1,1,1,0,1,1,1,1,0,1,6,5
5,6,2,2,2,2,2,2,2,2,2,2,2,18,6,5,5,6,1,1,1,1,1,1,1,1,1,1,1,1,6,5
5,6,19,2,2,6,6,2,2,2,2,2,2,2,6,6,6,6,1,1,1,1,1,1,1,1,12,6,6,6,6,5
5,6,15,2,2,6,15,2,2,2,2,2,2,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,15,6,5
5,6,2,2,2,2,2,2,2,2,2,2,2,2,1,1,8,1,1,1,1,6,1,1,1,1,1,1,1,1,6,5
5,6,7,2,2,2,2,2,2,7,6,2,2,2,1,12,6,1,1,1,1,6,1,0,1,1,1,1,0,1,6,5
5,6,7,2,2,2,2,15,19,7,6,15,2,2,6,6,6,6,20,15,17,6,14,1,1,1,14,1,1,1,6,5
5,6,7,2,2,2,2,7,7,7,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
5,6,15,2,2,2,2,2,2,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,6,2,2,2,2,2,2,2,18,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,6,2,2,2,2,2,2,2,15,6,5,5,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,5
5,6,6,2,2,2,6,6,6,6,6,5,5,6,15,3,3,3,6,6,6,6,4,4,4,4,7,18,4,4,6,5
5,5,6,6,9,6,6,5,5,5,5,5,5,6,7,3,3,3,3,6,12,3,4,4,4,4,7,15,4,4,6,5
5,5,6,12,2,2,6,5,5,5,5,5,5,6,7,3,3,3,3,10,3,3,4,4,4,4,4,4,4,4,6,5
5,6,6,2,2,2,6,6,6,6,6,6,6,6,3,3,3,3,3,6,3,3,4,4,4,4,4,4,4,4,6,5
5,6,3,3,3,3,3,3,3,7,7,15,15,3,3,3,3,3,6,6,6,6,4,4,4,4,4,4,4,4,6,5
5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,5,6,6,6,4,4,4,4,4,4,6,5
5,6,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,5,6,18,15,4,4,4,4,4,4,6,5
5,6,18,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,6,5,5,6,4,4,4,4,4,7,7,7,6,5
5,6,7,7,3,3,3,3,3,3,3,3,15,6,3,3,3,3,6,5,5,6,4,4,4,4,4,4,4,19,6,5
5,6,19,15,3,3,3,3,3,3,3,3,19,6,7,3,3,3,6,5,5,6,15,4,4,4,4,4,4,15,6,5
5,6,3,3,3,3,15,6,3,3,3,3,3,6,7,3,3,3,6,5,5,6,4,4,4,4,4,4,4,4,6,5
5,6,3,3,3,3,15,6,18,3,3,3,3,6,15,3,3,3,6,5,5,6,4,4,4,6,6,4,4,4,6,5
5,6,3,3,3,6,6,6,6,6,3,3,3,6,19,3,3,3,6,5,5,6,4,4,4,6,6,4,4,4,6,5
5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,5,6,4,4,4,4,4,4,4,4,6,5
5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,5,6,4,4,4,4,4,4,4,4,6,5
5,6,3,3,22,15,19,3,3,3,3,3,3,3,3,3,3,3,6,5,5,6,15,23,4,4,4,4,4,15,6,5
5,6,6,6,6,6,6,6,6,6,3,3,3,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,5
5,5,5,5,5,5,5,5,5,6,6,11,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
