5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
5,6,1,1,1,6,1,1,1,1,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5
5,6,1,0,1,6,1,1,1,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5
5,6,1,1,1,6,1,1,1,1,1,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5
5,6,6,1,6,6,1,1,1,1,1,6,1,2,2,2,2,2,2,2,2,2,21,2,2,2,2,2,2,2,6,5
5,6,1,1,1,1,1,1,1,1,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5
5,6,1,1,1,1,1,1,1,1,6,5,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5
5,6,1,1,1,1,1,1,1,1,6,5,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5
5,6,1,1,1,1,1,20,1,1,6,5,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5
5,6,1,1,1,1,1,1,1,1,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,6,6,5
5,6,1,1,1,1,1,1,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,9,6,6,5,5
5,6,1,1,1,1,1,1,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,3,3,3,6,5,5
5,6,1,1,1,1,1,1,1,1,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,6,6,5
5,6,6,6,6,6,6,6,6,6,6,5,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5
5,5,5,5,5,5,5,5,5,5,5,5,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5
5,5,5,5,5,5,5,5,5,5,5,5,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5
5,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6
5,6,4,4,4,4,4,4,4,4,4,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6
5,6,4,4,4,4,4,4,4,4,4,4,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11
5,6,4,4,4,4,4,4,4,4,4,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6
5,6,4,4,4,4,4,4,4,4,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6
5,6,4,4,4,4,4,4,4,4,6,5,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5
5,6,4,4,4,4,4,4,4,4,6,5,5,6,3,3,3,3,3,3,3,3,3,3,22,3,3,3,3,3,6,5
5,6,4,4,4,4,4,23,4,4,6,5,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5
5,6,4,4,4,4,4,4,4,4,6,5,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5
5,6,4,4,4,4,4,4,4,4,6,5,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5
5,6,4,4,4,4,4,4,4,4,6,5,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5
5,6,4,4,4,4,4,4,4,4,6,5,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5
5,6,4,4,4,4,4,4,4,4,6,5,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5
5,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
